,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,GroupId,GroupSize,IsAlone,Deck,Num,Side
22,0020_02,Earth,True,E/0/S,55 Cancri e,49.0,0.0,0.0,0.0,0.0,0.0,0.0,Glendy Brantuarez,False,0020,6,0,E,0,S
23,0020_03,Earth,True,E/0/S,55 Cancri e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Mollen Mcfaddennon,False,0020,6,0,E,0,S
24,0020_04,Earth,False,E/0/S,TRAPPIST-1e,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Breney Jacostanley,True,0020,6,0,E,0,S
25,0020_05,Earth,True,E/0/S,PSO J318.5-22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mael Brantuarez,False,0020,6,0,E,0,S
26,0020_06,Earth,False,E/0/S,TRAPPIST-1e,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Terta Mcfaddennon,False,0020,6,0,E,0,S
27,0022_01,Mars,False,D/0/P,TRAPPIST-1e,21.0,0.0,980.0,2.0,69.0,0.0,0.0,gxesxqbape,False,0022,1,1,D,0,P
28,0024_01,Europa,True,C/2/S,TRAPPIST-1e,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Penton Fullided,True,0024,1,1,C,2,S
29,0025_01,Earth,False,F/6/S,TRAPPIST-1e,15.0,0.0,0.0,225.0,0.0,998.0,0.0,Karard Brookenson,False,0025,1,1,F,6,S
30,0026_01,Europa,False,C/0/P,55 Cancri e,34.0,0.0,22.0,6073.0,0.0,1438.0,328.0,Anyoni Unconary,False,0026,1,1,C,0,P
31,0028_01,Mars,False,F/8/P,TRAPPIST-1e,43.0,0.0,1125.0,0.0,136.0,48.0,0.0,Ceros Mare,False,0028,1,1,F,8,P
32,0030_01,Earth,False,G/4/S,TRAPPIST-1e,32.0,0.0,0.0,850.0,81.0,437.0,453.0,Ginia Morsentley,False,0030,1,1,G,4,S
33,0031_01,Mars,False,F/9/P,TRAPPIST-1e,47.0,0.0,214.0,0.0,1411.0,0.0,1229.0,Coobix Datie,True,0031,3,0,F,9,P
34,0031_02,Mars,False,F/9/P,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Cinets Datie,True,0031,3,0,F,9,P
35,0031_03,Mars,False,F/9/P,TRAPPIST-1e,20.0,0.0,0.0,0.0,1750.0,990.0,0.0,Dontch Datie,True,0031,3,0,F,9,P
36,0034_01,Europa,True,D/1/S,55 Cancri e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Ziba Oingwhedly,True,0034,1,1,D,1,S
37,0035_01,Mars,False,D/1/P,55 Cancri e,23.0,0.0,784.0,964.0,0.0,951.0,0.0,Luse Butte,False,0035,1,1,D,1,P
38,0036_01,Earth,False,F/8/S,55 Cancri e,15.0,0.0,0.0,492.0,48.0,20.0,401.0,Marina Leodger,False,0036,1,1,F,8,S
39,0038_01,Earth,False,F/10/S,55 Cancri e,20.0,0.0,554.0,195.0,0.0,2606.0,0.0,Loise Wheelez,False,0038,1,1,F,10,S
40,0039_01,Earth,True,G/1/P,55 Cancri e,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Jorgie Batthewitt,False,0039,1,1,G,1,P
41,0041_01,Earth,True,G/2/P,TRAPPIST-1e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,True,0041,1,1,G,2,P
42,0043_01,Europa,False,B/3/P,TRAPPIST-1e,45.0,0.0,0.0,164.0,45.0,2511.0,855.0,Ankalik Cylistrand,False,0043,1,1,B,3,P
43,0044_01,Earth,True,G/3/P,TRAPPIST-1e,55.0,0.0,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,False,0044,3,0,G,3,P
44,0044_02,Earth,True,G/3/P,55 Cancri e,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,True,0044,3,0,G,3,P
45,0044_03,Earth,True,G/3/P,PSO J318.5-22,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,True,0044,3,0,G,3,P
46,0045_01,Mars,False,F/10/P,TRAPPIST-1e,21.0,0.0,970.0,0.0,180.0,0.0,64.0,Zelowl Chmad,False,0045,2,0,F,10,P
47,0045_02,Mars,True,F/10/P,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Mass Chmad,True,0045,2,0,F,10,P
48,0050_01,Earth,False,E/1/S,55 Cancri e,35.0,0.0,790.0,0.0,0.0,0.0,0.0,Sony Lancis,False,0050,1,1,E,1,S
49,0051_01,Earth,False,E/2/S,TRAPPIST-1e,56.0,0.0,0.0,112.0,0.0,1379.0,127.0,Vivia Johnshines,False,0051,1,1,E,2,S
50,0052_01,Earth,False,G/6/S,TRAPPIST-1e,27.0,0.0,4.0,0.0,2.0,4683.0,0.0,Elaney Hubbarton,False,0052,1,1,G,6,S
51,0053_01,Earth,False,F/11/S,TRAPPIST-1e,25.0,0.0,0.0,0.0,1938.0,0.0,1.0,Elson Hickerson,True,0053,1,1,F,11,S
52,0056_01,Europa,False,A/1/S,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,True,0056,3,0,A,1,S
53,0056_02,Europa,True,A/1/S,TRAPPIST-1e,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Instab Tractive,True,0056,3,0,A,1,S
54,0056_03,Europa,False,A/1/S,TRAPPIST-1e,27.0,0.0,279.0,605.0,3374.0,286.0,3.0,Zinoces Tractive,True,0056,3,0,A,1,S
55,0058_01,Earth,True,G/7/S,PSO J318.5-22,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,False,0058,1,1,G,7,S
56,0061_01,Earth,False,F/12/S,TRAPPIST-1e,22.0,0.0,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,False,0061,1,1,F,12,S
57,0062_01,Earth,False,F/13/S,TRAPPIST-1e,62.0,0.0,0.0,592.0,0.0,17.0,25.0,Sterry Greeves,False,0062,1,1,F,13,S
58,0064_01,Mars,True,F/14/S,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,tyfapaphvn,True,0064,2,0,F,14,S
59,0064_02,Mars,True,E/3/S,TRAPPIST-1e,33.0,0.0,0.0,0.0,0.0,0.0,0.0,Colatz Keen,True,0064,2,0,E,3,S
60,0066_01,Earth,False,G/6/P,TRAPPIST-1e,62.0,0.0,1.0,153.0,197.0,0.0,460.0,Diandy Pecketton,False,0066,1,1,G,6,P
61,0067_01,Earth,True,G/10/S,PSO J318.5-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,True,0067,3,0,G,10,S
62,0067_02,Earth,False,G/10/S,TRAPPIST-1e,18.0,0.0,1.0,258.0,446.0,0.0,0.0,Celine Leeves,True,0067,3,0,G,10,S
63,0067_03,Earth,False,F/15/S,55 Cancri e,21.0,0.0,1946.0,37.0,0.0,0.0,24.0,Velyne Leeves,False,0067,3,0,F,15,S
64,0068_01,Mars,False,E/4/S,TRAPPIST-1e,27.0,0.0,793.0,0.0,2.0,253.0,0.0,Cinst Binie,False,0068,1,1,E,4,S
65,0069_01,Earth,False,F/16/S,TRAPPIST-1e,42.0,0.0,887.0,0.0,9.0,6.0,0.0,nxrhgserhp,True,0069,1,1,F,16,S
66,0070_01,Earth,False,F/13/P,TRAPPIST-1e,19.0,0.0,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,False,0070,1,1,F,13,P
67,0071_01,Earth,False,F/14/P,TRAPPIST-1e,17.0,0.0,16.0,2165.0,0.0,0.0,52.0,Nelly Dillines,False,0071,1,1,F,14,P
68,0072_01,Earth,False,F/17/S,TRAPPIST-1e,14.0,0.0,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,False,0072,1,1,F,17,S
69,0073_01,Mars,False,D/3/P,PSO J318.5-22,37.0,0.0,46.0,83.0,738.0,0.0,12.0,Gorn Make,False,0073,1,1,D,3,P
70,0074_01,Europa,False,C/3/S,TRAPPIST-1e,42.0,0.0,1.0,8397.0,0.0,0.0,506.0,Aldibah Mostedry,True,0074,1,1,C,3,S
71,0076_01,Mars,False,F/18/S,TRAPPIST-1e,27.0,0.0,147.0,0.0,1018.0,0.0,0.0,Conk Dal,True,0076,1,1,F,18,S
72,0077_01,Mars,False,F/15/P,TRAPPIST-1e,28.0,0.0,14.0,0.0,1295.0,0.0,0.0,Pon Blité,True,0077,1,1,F,15,P
73,0078_01,Europa,False,C/4/S,TRAPPIST-1e,38.0,0.0,0.0,5840.0,0.0,321.0,9654.0,Spuri Pokerheed,False,0078,1,1,C,4,S
74,0081_01,Earth,True,G/13/S,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,False,0081,1,1,G,13,S
75,0082_01,Mars,False,F/16/P,TRAPPIST-1e,42.0,0.0,7406.0,0.0,0.0,0.0,0.0,Totse Datte,False,0082,3,0,F,16,P
76,0082_02,Mars,True,F/16/P,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,True,0082,3,0,F,16,P
77,0082_03,Mars,False,F/16/P,TRAPPIST-1e,8.0,0.0,0.0,0.0,0.0,0.0,0.0,fuzjslynnq,True,0082,3,0,F,16,P
78,0084_01,Earth,False,G/14/S,TRAPPIST-1e,24.0,0.0,688.0,0.0,0.0,0.0,17.0,Coren Coopezmaney,True,0084,1,1,G,14,S
79,0085_01,Europa,True,C/5/S,TRAPPIST-1e,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,True,0085,1,1,C,5,S
80,0086_01,Earth,False,F/17/P,TRAPPIST-1e,43.0,0.0,211.0,0.0,0.0,638.0,513.0,Jodye Kinson,False,0086,1,1,F,17,P
81,0088_01,Mars,True,E/5/S,PSO J318.5-22,45.0,0.0,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,True,0088,1,1,E,5,S
82,0090_01,Earth,True,G/15/S,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Heremy Santry,True,0090,1,1,G,15,S
83,0091_01,Earth,True,G/16/S,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Deanne Yorkland,True,0091,2,0,G,16,S
84,0091_02,Earth,False,F/20/S,TRAPPIST-1e,27.0,0.0,1.0,697.0,31.0,188.0,0.0,Tinez Yorkland,False,0091,2,0,F,20,S
85,0092_01,Earth,False,G/9/P,TRAPPIST-1e,19.0,0.0,0.0,0.0,670.0,1.0,34.0,Gracy Dunnisey,False,0092,3,0,G,9,P
86,0092_02,Earth,True,G/9/P,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stald Hewson,True,0092,3,0,G,9,P
87,0092_03,Earth,True,G/9/P,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,True,0092,3,0,G,9,P
88,0097_01,Europa,False,A/2/S,TRAPPIST-1e,54.0,0.0,0.0,1208.0,0.0,3.0,637.0,Alchium Fictful,False,0097,1,1,A,2,S
89,0098_01,Earth,False,G/11/P,TRAPPIST-1e,26.0,0.0,0.0,856.0,5.0,32.0,0.0,Doria Carezquez,False,0098,2,0,G,11,P
90,0098_02,Earth,False,G/11/P,TRAPPIST-1e,26.0,0.0,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,True,0098,2,0,G,11,P
91,0099_01,Earth,False,F/19/P,PSO J318.5-22,23.0,0.0,311.0,427.0,526.0,37.0,0.0,Aliey Leetersoney,False,0099,2,0,F,19,P
94,0102_01,Earth,False,F/23/S,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,830.0,91.0,Ritany Holson,False,0102,1,1,F,23,S
95,0103_01,Earth,False,F/24/S,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,17.0,Arlen Mclainez,True,0103,3,0,F,24,S
96,0103_02,Earth,True,G/18/S,55 Cancri e,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,True,0103,3,0,G,18,S
97,0103_03,Earth,True,G/18/S,TRAPPIST-1e,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,False,0103,3,0,G,18,S
98,0105_01,Earth,False,F/21/P,TRAPPIST-1e,27.0,0.0,0.0,0.0,570.0,2.0,131.0,Carry Cleachrand,False,0105,1,1,F,21,P
99,0107_01,Mars,False,D/2/S,TRAPPIST-1e,21.0,0.0,1743.0,5.0,17.0,0.0,0.0,Coobix Hart,False,0107,1,1,D,2,S
100,0108_01,Earth,True,G/19/S,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,False,0108,3,0,G,19,S
101,0108_02,Earth,False,G/19/S,TRAPPIST-1e,31.0,0.0,562.0,0.0,326.0,0.0,0.0,fugabtpoak,False,0108,3,0,G,19,S
102,0108_03,Earth,False,G/19/S,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,True,0108,3,0,G,19,S
103,0110_01,Europa,False,B/5/P,TRAPPIST-1e,32.0,0.0,0.0,410.0,6.0,3929.0,764.0,Graviph Aloubtled,False,0110,4,0,B,5,P
104,0110_02,Europa,False,B/5/P,TRAPPIST-1e,40.0,0.0,0.0,331.0,0.0,0.0,1687.0,Aldeba Bootious,False,0110,4,0,B,5,P
105,0110_03,Europa,False,B/5/P,TRAPPIST-1e,42.0,0.0,2209.0,11418.0,0.0,1868.0,445.0,Alaratz Aloubtled,True,0110,4,0,B,5,P
106,0110_04,Europa,True,B/5/P,TRAPPIST-1e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,True,0110,4,0,B,5,P
107,0111_01,Europa,True,E/6/S,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Aldera Supred,True,0111,1,1,E,6,S
108,0112_01,Europa,False,B/1/S,55 Cancri e,48.0,1.0,0.0,2537.0,87.0,17.0,13.0,Moth Cowtale,True,0112,1,1,B,1,S
109,0113_01,Earth,False,F/23/P,TRAPPIST-1e,64.0,0.0,0.0,0.0,804.0,0.0,0.0,Idary Carvis,True,0113,1,1,F,23,P
110,0114_01,Earth,False,G/20/S,TRAPPIST-1e,27.0,0.0,82.0,157.0,429.0,238.0,1.0,Maura Beckerson,False,0114,1,1,G,20,S
112,0116_01,Europa,False,D/4/P,TRAPPIST-1e,33.0,0.0,1.0,2223.0,0.0,12.0,404.0,Alhenah Suptive,True,0116,1,1,D,4,P
113,0119_01,Europa,False,A/0/P,TRAPPIST-1e,39.0,0.0,0.0,2344.0,0.0,65.0,6898.0,Batan Coning,False,0119,2,0,A,0,P
114,0119_02,Europa,True,A/0/P,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,True,0119,2,0,A,0,P
115,0120_01,Mars,True,F/25/P,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Bees Sacre,True,0120,1,1,F,25,P
116,0122_01,Earth,False,G/21/S,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,699.0,74.0,Shelle Hayder,False,0122,1,1,G,21,S
117,0123_01,Earth,False,F/27/P,TRAPPIST-1e,18.0,0.0,55.0,597.0,49.0,0.0,1.0,Iree Fielson,False,0123,1,1,F,27,P
118,0126_01,Mars,True,F/27/S,TRAPPIST-1e,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Milly Mish,True,0126,1,1,F,27,S
119,0127_01,Mars,False,E/7/S,TRAPPIST-1e,35.0,0.0,701.0,0.0,296.0,0.0,25.0,Miloss Mesty,False,0127,1,1,E,7,S
120,0128_01,Mars,False,D/3/S,TRAPPIST-1e,61.0,1.0,2353.0,334.0,9.0,316.0,2.0,Grohs Fles,False,0128,2,0,D,3,S
121,0128_02,Mars,False,E/8/S,TRAPPIST-1e,45.0,0.0,2103.0,6.0,0.0,0.0,0.0,Barave Fles,False,0128,2,0,E,8,S
122,0129_01,Earth,True,G/22/S,PSO J318.5-22,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Race Fowles,True,0129,1,1,G,22,S
123,0133_01,Mars,True,F/29/S,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Flynx Blie,True,0133,2,0,F,29,S
124,0133_02,Mars,False,D/5/S,TRAPPIST-1e,36.0,0.0,2738.0,0.0,0.0,0.0,0.0,Egrasp Blie,False,0133,2,0,D,5,S
125,0134_01,Earth,False,G/17/P,TRAPPIST-1e,19.0,0.0,0.0,14.0,730.0,0.0,0.0,Camina Harmontry,True,0134,1,1,G,17,P
126,0136_01,Earth,False,G/23/S,PSO J318.5-22,47.0,0.0,97.0,418.0,126.0,25.0,55.0,qpoggxmdqq,False,0136,1,1,G,23,S
127,0138_01,Earth,True,G/18/P,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Fayene Gambs,True,0138,2,0,G,18,P
128,0138_02,Earth,False,E/5/P,TRAPPIST-1e,34.0,0.0,0.0,22.0,0.0,564.0,207.0,Monah Gambs,False,0138,2,0,E,5,P
129,0139_01,Europa,True,C/6/S,55 Cancri e,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Charda Myling,True,0139,1,1,C,6,S
130,0140_01,Earth,True,G/19/P,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Evaley Mejiaddox,True,0140,2,0,G,19,P
131,0140_02,Earth,False,F/29/P,TRAPPIST-1e,26.0,0.0,440.0,0.0,0.0,0.0,462.0,Verney Whitakers,False,0140,2,0,F,29,P
132,0141_01,Mars,False,F/30/P,TRAPPIST-1e,31.0,0.0,0.0,0.0,97.0,0.0,0.0,Pyrohs Harte,False,0141,1,1,F,30,P
133,0144_01,Earth,False,F/31/S,TRAPPIST-1e,20.0,0.0,0.0,420.0,210.0,0.0,0.0,Guadae Dayers,True,0144,1,1,F,31,S
134,0146_01,Earth,False,G/25/S,TRAPPIST-1e,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Verly Wolferguson,False,0146,1,1,G,25,S
135,0147_01,Earth,True,G/26/S,TRAPPIST-1e,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Samie Hubbarrison,True,0147,1,1,G,26,S
136,0148_01,Mars,False,F/31/P,TRAPPIST-1e,42.0,0.0,1072.0,0.0,10.0,0.0,76.0,Corsh Pashe,False,0148,1,1,F,31,P
137,0149_01,Earth,True,G/27/S,55 Cancri e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Billya Hubbarrison,True,0149,1,1,G,27,S
138,0151_01,Earth,True,G/20/P,55 Cancri e,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanie Simson,False,0151,1,1,G,20,P
139,0152_01,Earth,False,F/32/P,TRAPPIST-1e,41.0,0.0,0.0,0.0,0.0,0.0,607.0,Andan Estron,False,0152,1,1,F,32,P
140,0160_01,Earth,False,G/22/P,TRAPPIST-1e,22.0,0.0,4119.0,0.0,0.0,0.0,61.0,Gory Atkinney,False,0160,1,1,G,22,P
141,0163_01,Europa,True,B/8/P,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Kabiton Hetforhaft,True,0163,2,0,B,8,P
142,0163_02,Europa,True,B/8/P,TRAPPIST-1e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Scharab Hetforhaft,True,0163,2,0,B,8,P
143,0164_01,Earth,False,G/28/S,TRAPPIST-1e,57.0,0.0,50.0,1688.0,0.0,0.0,135.0,Fany Hutchinton,True,0164,2,0,G,28,S
144,0164_02,Earth,True,G/28/S,PSO J318.5-22,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Ianya Hutchinton,False,0164,2,0,G,28,S
145,0165_01,Mars,True,F/37/P,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Graven Anche,True,0165,1,1,F,37,P
146,0167_01,Mars,True,F/35/S,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Miten Floaf,True,0167,2,0,F,35,S
147,0167_02,Mars,False,F/35/S,TRAPPIST-1e,27.0,0.0,1365.0,0.0,48.0,22.0,137.0,Rios Floaf,False,0167,2,0,F,35,S
148,0169_01,Earth,True,G/23/P,TRAPPIST-1e,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Wandy Fisherry,False,0169,1,1,G,23,P
149,0170_01,Earth,False,E/10/S,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,221.0,567.0,Mollie Mcmahoney,False,0170,1,1,E,10,S
150,0171_01,Earth,True,G/30/S,PSO J318.5-22,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Coracy Gordanieves,True,0171,1,1,G,30,S
151,0172_01,Earth,True,G/24/P,TRAPPIST-1e,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Hanna Johnshines,True,0172,1,1,G,24,P
152,0173_01,Earth,False,E/11/S,TRAPPIST-1e,58.0,0.0,0.0,985.0,0.0,5.0,0.0,Hilip Grifford,True,0173,1,1,E,11,S
153,0174_01,Earth,False,F/38/P,55 Cancri e,21.0,0.0,287.0,0.0,16.0,115.0,175.0,Doryn Lambles,False,0174,1,1,F,38,P
154,0177_01,Europa,False,B/2/S,TRAPPIST-1e,38.0,0.0,0.0,10346.0,1.0,14970.0,2111.0,Toperon Iniouser,False,0177,1,1,B,2,S
155,0178_01,Mars,False,D/6/S,TRAPPIST-1e,38.0,0.0,3414.0,0.0,161.0,28.0,119.0,Wees Knik,False,0178,1,1,D,6,S
156,0179_01,Earth,False,G/26/P,TRAPPIST-1e,19.0,0.0,1.0,219.0,673.0,2.0,11.0,Elaney Webstephrey,True,0179,3,0,G,26,P
157,0179_02,Earth,False,G/26/P,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raque Webstephrey,False,0179,3,0,G,26,P
158,0179_03,Earth,False,G/26/P,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Sallyl Webstephrey,True,0179,3,0,G,26,P
159,0181_01,Earth,False,G/27/P,TRAPPIST-1e,20.0,0.0,0.0,0.0,3.0,299.0,92.0,Nancis Brighttt,False,0181,1,1,G,27,P
160,0182_01,Europa,True,C/3/P,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Ksorab Disight,True,0182,1,1,C,3,P
161,0183_01,Earth,False,F/36/S,TRAPPIST-1e,37.0,0.0,17.0,146.0,426.0,0.0,232.0,Stany Weaves,True,0183,1,1,F,36,S
162,0186_01,Earth,False,G/28/P,TRAPPIST-1e,25.0,0.0,62.0,0.0,0.0,0.0,956.0,Camiet Shephendry,False,0186,1,1,G,28,P
163,0188_01,Earth,True,G/31/S,TRAPPIST-1e,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Branda Romez,True,0188,1,1,G,31,S
164,0189_01,Earth,False,E/8/P,55 Cancri e,49.0,0.0,84.0,3.0,401.0,202.0,98.0,Helly Booters,False,0189,1,1,E,8,P
165,0190_01,Earth,True,G/32/S,55 Cancri e,11.0,0.0,0.0,0.0,0.0,0.0,0.0,wpeveoysvg,False,0190,1,1,G,32,S
166,0192_01,Earth,True,G/29/P,TRAPPIST-1e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Tance Adavisons,True,0192,3,0,G,29,P
167,0192_02,Earth,False,G/29/P,TRAPPIST-1e,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Robyny Adavisons,False,0192,3,0,G,29,P
168,0192_03,Earth,False,G/29/P,TRAPPIST-1e,39.0,0.0,0.0,0.0,10.0,898.0,0.0,Lilace Adavisons,False,0192,3,0,G,29,P
169,0193_01,Mars,True,F/41/P,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Sps Raf,True,0193,3,0,F,41,P
170,0193_02,Mars,False,F/41/P,TRAPPIST-1e,23.0,0.0,0.0,0.0,8.0,1072.0,0.0,Frook Raf,False,0193,3,0,F,41,P
171,0193_03,Mars,False,F/41/P,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goles Raf,True,0193,3,0,F,41,P
